,open,high,low,close,volume
0,20.8897719152,20.89804837,20.608372452,20.691137,61882500
1,20.60010292386273,20.65803812927075,20.40146876153817,20.51734,49204500
2,20.368359039266288,20.517335247234257,20.252487000000002,20.252487000000002,49099700
3,20.17799764387702,20.418015680576776,20.111786,20.111786,26164600
4,20.6414831950971,20.666310909133134,20.434571784036038,20.583548000000004,46766700
5,20.54216308856683,20.724245941977298,20.484227898550728,20.558716,40917100
6,20.997364296370957,21.179445453870212,20.807004202065325,21.171169000000003,81350900
7,21.15462313933911,21.21255833799674,20.856672344391285,20.922884,48545400
8,21.179451711318467,21.204281907910545,20.82356408975274,20.873222,52293800
9,21.33670264255986,21.35325389790876,21.104961065954825,21.270491,56818400
10,21.36152497087377,21.411185345572058,21.195997561472293,21.237379,46175300
11,21.245662191015626,21.32015029375,20.97253914765625,21.187727,62667000
12,21.08840362834646,21.287037685740472,20.997363467015436,21.022192,60522200
13,21.121513976594787,21.4111907404397,21.104961065954825,21.270491,53788500
14,21.030478425323402,21.162901744805957,20.93116176335723,21.113243,38945900
15,21.311875543478262,21.601551521739133,21.229110978260866,21.320152,54581100
16,21.287046111002226,21.40291816176057,21.162900086361862,21.179453,47926400
17,21.287044297825638,21.419467595651273,21.13806974306302,21.154621,46213900
18,21.245661959615386,21.659484748076924,21.21255530889288,21.518785,101408100
19,21.535332401279575,21.618097765440236,21.07185016914856,21.129787,52258300
20,21.40291724013445,21.60155136759311,21.361533302529757,21.543617,60767600
21,21.52706341304348,21.676040458080436,21.05530621895,21.320152,64132500
22,21.369805282053676,21.402911927332042,21.088405832173805,21.361528,35794100
23,21.4442986948022,21.55189345646268,21.295322478473974,21.543617,23205800
24,21.48567969440965,21.63465590758261,21.46085115319312,21.551893,21287200
25,21.609826036011153,21.642931030209137,21.3201492672347,21.369808,29822500
26,21.47740263971318,21.560165538611184,21.402914540943005,21.535337,22616900
27,21.51878264710257,21.6181009331193,21.444294553324138,21.485676,27395700
28,21.973988154423946,22.31332282420355,21.841564868656295,22.156071,64731500
29,22.197451624817518,22.735420355566202,22.164346633484893,22.677486,80516100
30,22.66093846209418,22.95061528504335,22.58645200430755,22.909233,56081400
31,22.785081606546935,23.331327640476285,22.785081606546935,23.265116,99455500
32,23.215456286629887,23.256839390771454,22.94233326175606,22.958887000000004,59706800
33,23.116139095905176,23.29822110811782,22.96716290409483,23.041651,60014400
34,22.70231266855385,23.15751762545158,22.65265477362857,22.942329,65582400
35,23.066486884788574,23.190632914285715,22.884404,23.17408,49370800
36,23.116136466902653,23.380982999999997,23.000266936317978,23.380982999999997,60196100
37,23.505133375796174,23.712044761146494,23.314774901273882,23.389263,72395300
38,23.430645819538256,23.505134750265672,23.149246319006906,23.364435,64860600
39,23.306500997635094,23.53824260224585,23.19890789311835,23.273395999999998,74053500
40,23.852742361923337,24.61417619165857,23.79480717922609,24.589346,165902900
41,24.45692696246539,24.78798686195439,24.29139866801211,24.605904000000002,76078100
42,24.390712087487422,24.473477465235174,24.150695719836403,24.283119,51703300
43,24.059658468865308,24.539692934360385,24.059658468865308,24.465204,59231700
44,24.50658282798444,24.58107091917088,24.332776454237287,24.415541,49102800
45,24.374163860488572,24.440375508795107,24.142422263770097,24.192080999999998,44187700
46,23.976895096809013,24.514866456998433,23.861025526476677,24.50659,51114800
47,24.547971111819464,24.581077766992895,24.192083465896257,24.440378,50572400
48,24.65556209915982,24.870748289810077,24.63073190467487,24.738324999999996,67409900
49,24.746607884921275,24.970072237059362,24.589354365030207,24.787991000000005,52223300
